modelIdentifier,spinSpeedRated,type,onMarketStartDate,spinSpeedHalf,ratedCapacity,spinClass,maxTemperatureRated,maxTemperatureQuarter,dimensionDepth,guaranteeDuration,dimensionHeight,spinSpeedQuarter,energyEfficiencyIndex,noiseClass,powerOffMode,webLinkSupplier,programmeDurationHalf,programmeDurationQuarter,energyConsPerCycle,noise,waterCons,energyClass,programmeDurationRated,dimensionWidth,supplierOrTrademark,energyConsPer100Cycle,maxTemperatureHalf,powerDelayStart,rinsingEffectiveness
L6FB64479 914913051,1351.0,FREE_STANDING,"[2017, 6, 19]",1351.0,7.0,B,42.0,24.0,60.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913051,150.0,150.0,0.593,74.0,45.0,C,200.0,60.0,AEG,59.0,36.0,4.0,4.9
L6FB67400 914915025,1351.0,FREE_STANDING,"[2017, 6, 19]",1351.0,10.0,B,39.0,29.0,66.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914915025,170.0,170.0,0.68,75.0,52.0,C,230.0,60.0,AEG,68.0,36.0,4.0,4.9
L9FEA69S 914550907,1551.0,FREE_STANDING,"[2017, 5, 21]",1551.0,9.0,B,33.0,24.0,66.0,12.0,85.0,1551.0,51.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550907,165.0,165.0,0.493,75.0,49.0,A,220.0,60.0,AEG,49.0,31.0,4.0,4.9
L6FB48FL 914913460,1351.0,FREE_STANDING,"[2017, 5, 15]",1351.0,8.0,B,43.0,27.0,60.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913460,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,AEG,73.0,38.0,4.0,4.9
WMS-7109DG,1000.0,FREE_STANDING,"[2017, 5, 10]",1000.0,7.0,C,45.0,38.0,480.0,12.0,850.0,1000.0,100.9,B,0.5,https://ardesto.com.ua/products/pralna-mashina-ardesto-wms-7109w/,162.0,162.0,0.87,74.0,45.0,F,208.0,600.0,ARDESTO,87.0,36.0,4.0,4.3
WMS-6109S,1000.0,FREE_STANDING,"[2017, 5, 2]",1000.0,6.0,C,45.0,40.0,440.0,12.0,850.0,1000.0,90.1,B,0.5,https://ardesto.com.ua/products/pralna-mashina-ardesto-wms-6109w/,156.0,156.0,0.73,74.0,43.0,E,198.0,600.0,ARDESTO,73.0,40.0,4.0,5.0
WMS-6115DG,1000.0,FREE_STANDING,"[2017, 5, 2]",1000.0,6.0,C,45.0,40.0,440.0,12.0,850.0,1000.0,90.1,B,0.5,https://ardesto.com.ua/products/pralna-mashina-ardesto-wms-6115w-black-mars/,156.0,156.0,0.73,74.0,43.0,E,198.0,600.0,ARDESTO,73.0,40.0,4.0,5.0
WMS-7115DG,1200.0,FREE_STANDING,"[2017, 5, 2]",1200.0,7.0,B,45.0,38.0,480.0,12.0,850.0,1200.0,90.6,B,0.5,https://ardesto.com.ua/products/pralna-mashina-ardesto-wms-7115w-black-mars/,162.0,162.0,0.781,76.0,45.0,E,204.0,600.0,ARDESTO,78.0,36.0,4.0,5.0
L8FER942C 914550656,1351.0,FREE_STANDING,"[2017, 4, 30]",1351.0,9.0,B,39.0,23.0,66.0,0.0,85.0,1351.0,59.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550656,165.0,165.0,0.5690000000000001,75.0,49.0,B,220.0,60.0,AEG,57.0,33.0,4.0,4.9
L6FBI821 914913431,1151.0,FREE_STANDING,"[2017, 4, 10]",1151.0,8.0,B,43.0,27.0,60.0,24.0,85.0,1151.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913431,160.0,160.0,0.725,73.0,47.0,D,210.0,60.0,AEG,73.0,38.0,4.0,4.9
L6FEG48S 914913044,1351.0,FREE_STANDING,"[2017, 4, 10]",1351.0,8.0,B,43.0,27.0,60.0,12.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913044,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,AEG,73.0,38.0,4.0,4.9
L6FBI821 914913437,1151.0,FREE_STANDING,"[2017, 4, 10]",1151.0,8.0,B,43.0,27.0,60.0,24.0,85.0,1151.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913437,160.0,160.0,0.725,73.0,47.0,D,210.0,60.0,AEG,73.0,38.0,4.0,4.9
L7FEE865E 914550077,1551.0,FREE_STANDING,"[2017, 4, 9]",1551.0,8.0,B,44.0,26.0,60.0,24.0,85.0,1551.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550077,165.0,165.0,0.625,76.0,47.0,C,210.0,60.0,AEG,63.0,39.0,4.0,4.9
L6FBG824 914913023,1151.0,FREE_STANDING,"[2017, 4, 3]",1151.0,8.0,B,43.0,27.0,60.0,24.0,85.0,1151.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913023,160.0,160.0,0.725,73.0,47.0,D,210.0,60.0,AEG,73.0,38.0,4.0,4.9
L7FE74485 914550078,1351.0,FREE_STANDING,"[2017, 4, 2]",1351.0,8.0,B,44.0,26.0,60.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550078,165.0,165.0,0.625,75.0,47.0,C,210.0,60.0,AEG,63.0,39.0,4.0,4.9
ES-GFB7143WD-EE,1330.0,FREE_STANDING,"[2017, 3, 28]",1330.0,7.0,B,44.0,20.0,53.0,24.0,85.0,1330.0,80.0,C,0.5,http://www.sharphomeappliances.com,162.0,160.0,0.6900000000000001,79.0,45.0,D,205.0,60.0,SHARP,69.0,29.0,4.0,5.0
FXP 1007F4 S,1000.0,FREE_STANDING,"[2017, 3, 24]",1000.0,7.0,C,44.0,20.0,53.0,24.0,85.0,1000.0,80.0,B,0.5,http://www.zora.bg,162.0,160.0,0.6900000000000001,76.0,45.0,D,205.0,60.0,FINLUX ,69.0,29.0,4.0,5.0
6WM1000M,1000.0,FREE_STANDING,"[2017, 2, 23]",1000.0,6.0,C,44.0,26.0,50.0,24.0,85.0,1000.0,80.0,B,0.5,https://www.wla.nl/product/wla-6wm1000m/,234.0,232.0,0.874,76.0,48.0,D,313.0,60.0,WLA,65.0,36.0,4.0,5.0
L6FB65486 914913043,1151.0,FREE_STANDING,"[2017, 1, 30]",1351.0,8.0,B,43.0,27.0,60.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913043,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,AEG,73.0,38.0,4.0,4.9
L6FBG84S 914913038,1351.0,FREE_STANDING,"[2017, 1, 30]",1351.0,8.0,B,43.0,27.0,60.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913038,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,AEG,73.0,38.0,4.0,4.9
L6FSG74B 914913037,1351.0,FREE_STANDING,"[2017, 1, 30]",1351.0,7.0,B,43.0,26.0,60.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913037,150.0,150.0,0.6880000000000001,74.0,45.0,D,200.0,60.0,AEG,69.0,37.0,4.0,4.9
L7FE74486 914550075,1351.0,FREE_STANDING,"[2017, 1, 29]",1351.0,8.0,B,44.0,26.0,60.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550075,165.0,165.0,0.625,75.0,47.0,C,210.0,60.0,AEG,63.0,39.0,4.0,4.9
L6FBG842R 914913034,1351.0,FREE_STANDING,"[2017, 1, 16]",1351.0,8.0,B,43.0,27.0,60.0,12.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913034,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,AEG,73.0,38.0,4.0,4.9
L6FBG141R 914915015,1351.0,FREE_STANDING,"[2017, 1, 16]",1351.0,10.0,B,41.0,29.0,66.0,12.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914915015,170.0,170.0,0.788,75.0,52.0,D,230.0,60.0,AEG,79.0,36.0,4.0,4.9
L6FBG942R 914915016,1351.0,FREE_STANDING,"[2017, 1, 16]",1351.0,9.0,B,38.0,29.0,66.0,12.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914915016,165.0,165.0,0.759,75.0,49.0,D,220.0,60.0,AEG,76.0,39.0,4.0,4.9
L6FBG142R 914915014,1351.0,FREE_STANDING,"[2017, 1, 16]",1351.0,10.0,B,41.0,29.0,66.0,12.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914915014,170.0,170.0,0.788,75.0,52.0,D,230.0,60.0,AEG,79.0,36.0,4.0,4.9
L7FEE945R 914550447,1351.0,FREE_STANDING,"[2017, 1, 15]",1351.0,9.0,B,38.0,26.0,66.0,12.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550447,165.0,165.0,0.654,75.0,49.0,C,220.0,60.0,AEG,65.0,38.0,4.0,4.9
L9FEC966R 914550925,1551.0,FREE_STANDING,"[2017, 1, 8]",1551.0,9.0,B,33.0,24.0,66.0,12.0,85.0,1551.0,51.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550925,165.0,165.0,0.493,75.0,49.0,A,220.0,60.0,AEG,49.0,31.0,4.0,4.9
L7FEE845R 914550069,1351.0,FREE_STANDING,"[2017, 1, 8]",1351.0,8.0,B,44.0,26.0,60.0,12.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550069,165.0,165.0,0.625,75.0,47.0,C,210.0,60.0,AEG,63.0,39.0,4.0,4.9
L7FE74485S 914550049,1351.0,FREE_STANDING,"[2017, 1, 8]",1351.0,8.0,B,44.0,26.0,60.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550049,165.0,165.0,0.625,75.0,47.0,C,210.0,60.0,AEG,63.0,39.0,4.0,4.9
L7FEE842S 914550056,1351.0,FREE_STANDING,"[2017, 1, 8]",1351.0,8.0,B,44.0,26.0,60.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550056,165.0,165.0,0.625,75.0,47.0,C,210.0,60.0,AEG,63.0,39.0,4.0,4.9
L7FEE865R 914550068,1551.0,FREE_STANDING,"[2017, 1, 8]",1551.0,8.0,B,44.0,26.0,60.0,12.0,85.0,1551.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550068,165.0,165.0,0.625,76.0,47.0,C,210.0,60.0,AEG,63.0,39.0,4.0,4.9
L6FB67490 914915019,1351.0,FREE_STANDING,"[2017, 1, 2]",1351.0,9.0,B,37.0,28.0,66.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914915019,165.0,165.0,0.654,75.0,49.0,C,220.0,60.0,AEG,65.0,38.0,4.0,4.9
L6FBI84W1 914913447,1351.0,FREE_STANDING,"[2016, 12, 19]",1351.0,8.0,B,43.0,27.0,60.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913447,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,AEG,73.0,38.0,4.0,4.9
L8FEE965R 914550649,1551.0,FREE_STANDING,"[2016, 12, 18]",1551.0,9.0,B,39.0,23.0,66.0,12.0,85.0,1551.0,59.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550649,165.0,165.0,0.5690000000000001,76.0,49.0,B,220.0,60.0,AEG,57.0,33.0,4.0,4.9
L9FEC49SC 914550908,1351.0,FREE_STANDING,"[2016, 11, 27]",1351.0,9.0,B,33.0,24.0,66.0,24.0,85.0,1351.0,51.8,A,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550908,165.0,165.0,0.493,72.0,49.0,A,220.0,60.0,AEG,49.0,31.0,4.0,4.9
L9FS86699 914550916,1551.0,FREE_STANDING,"[2016, 11, 20]",1551.0,9.0,B,33.0,24.0,66.0,24.0,85.0,1551.0,51.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550916,165.0,165.0,0.493,75.0,49.0,A,220.0,60.0,AEG,49.0,31.0,4.0,4.9
L7FEE84S 914550073,1351.0,FREE_STANDING,"[2016, 11, 20]",1351.0,8.0,B,44.0,26.0,60.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550073,165.0,165.0,0.625,75.0,47.0,C,210.0,60.0,AEG,63.0,39.0,4.0,4.9
L7FEC04S 914550452,1351.0,FREE_STANDING,"[2016, 11, 20]",1351.0,10.0,B,38.0,26.0,66.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550452,170.0,170.0,0.68,75.0,52.0,C,230.0,60.0,AEG,68.0,38.0,4.0,4.9
L7FBE94W 914550450,1351.0,FREE_STANDING,"[2016, 11, 20]",1351.0,9.0,B,38.0,26.0,66.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550450,165.0,165.0,0.654,75.0,49.0,C,220.0,60.0,AEG,65.0,38.0,4.0,4.9
L7FE06ES 914550451,1551.0,FREE_STANDING,"[2016, 11, 20]",1551.0,10.0,B,38.0,26.0,66.0,24.0,85.0,1551.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550451,170.0,170.0,0.68,76.0,52.0,C,230.0,60.0,AEG,68.0,38.0,4.0,4.9
L6FB65487 914913036,1151.0,FREE_STANDING,"[2016, 11, 14]",1351.0,8.0,B,43.0,27.0,60.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913036,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,AEG,73.0,38.0,4.0,4.9
L6FB65480 914913030,1351.0,FREE_STANDING,"[2016, 11, 14]",1351.0,8.0,B,43.0,27.0,60.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913030,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,AEG,73.0,38.0,4.0,4.9
L7FE74485 914550067,1351.0,FREE_STANDING,"[2016, 11, 6]",1351.0,8.0,B,44.0,26.0,60.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550067,165.0,165.0,0.625,75.0,47.0,C,210.0,60.0,AEG,63.0,39.0,4.0,4.9
L6FB86IW 914913416,1551.0,FREE_STANDING,"[2016, 10, 31]",1551.0,8.0,B,43.0,27.0,60.0,24.0,85.0,1551.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913416,160.0,160.0,0.725,75.0,47.0,D,210.0,60.0,AEG,73.0,38.0,4.0,4.9
L6FBI86W 914913414,1551.0,FREE_STANDING,"[2016, 10, 31]",1551.0,8.0,B,43.0,27.0,60.0,24.0,85.0,1551.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913414,160.0,160.0,0.725,75.0,47.0,D,210.0,60.0,AEG,73.0,38.0,4.0,4.9
L6FBBERLIN 914915006,1351.0,FREE_STANDING,"[2016, 10, 31]",1351.0,9.0,B,38.0,29.0,66.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914915006,165.0,165.0,0.759,75.0,49.0,D,220.0,60.0,AEG,76.0,39.0,4.0,4.9
L6FBI84W 914913415,1351.0,FREE_STANDING,"[2016, 10, 31]",1351.0,8.0,B,43.0,27.0,60.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913415,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,AEG,73.0,38.0,4.0,4.9
L6FBG944 914915008,1151.0,FREE_STANDING,"[2016, 10, 31]",1351.0,9.0,B,38.0,29.0,66.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914915008,165.0,165.0,0.759,75.0,49.0,D,220.0,60.0,AEG,76.0,39.0,4.0,4.9
L6FB94IW 914915402,1151.0,FREE_STANDING,"[2016, 10, 31]",1351.0,9.0,B,38.0,29.0,66.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914915402,165.0,165.0,0.759,75.0,49.0,D,220.0,60.0,AEG,76.0,39.0,4.0,4.9
L6FB64473 914913025,1351.0,FREE_STANDING,"[2016, 10, 24]",1351.0,7.0,B,43.0,26.0,60.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913025,150.0,150.0,0.6880000000000001,74.0,45.0,D,200.0,60.0,AEG,69.0,37.0,4.0,4.9
L6FBI824U 914913435,1151.0,FREE_STANDING,"[2016, 10, 24]",1151.0,8.0,B,45.0,28.0,60.0,24.0,85.0,1151.0,90.8,C,0.48,https://support.electroluxgroup.eu/external/PISlink/Products/914913435,160.0,160.0,0.8250000000000001,77.0,47.0,E,210.0,60.0,AEG,83.0,42.0,4.0,4.9
L6FBG844 914913002,1151.0,FREE_STANDING,"[2016, 10, 17]",1351.0,8.0,B,43.0,27.0,60.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913002,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,AEG,73.0,38.0,4.0,4.9
L6FBI841 914913432,1151.0,FREE_STANDING,"[2016, 10, 17]",1351.0,8.0,B,43.0,27.0,60.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913432,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,AEG,73.0,38.0,4.0,4.9
L8FE76697 914550652,1551.0,FREE_STANDING,"[2016, 10, 16]",1551.0,9.0,B,39.0,23.0,66.0,24.0,85.0,1551.0,59.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550652,165.0,165.0,0.5690000000000001,76.0,49.0,B,220.0,60.0,AEG,57.0,33.0,4.0,4.9
L7FE74487 914550074,1351.0,FREE_STANDING,"[2016, 10, 16]",1351.0,8.0,B,44.0,26.0,60.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550074,165.0,165.0,0.625,75.0,47.0,C,210.0,60.0,AEG,63.0,39.0,4.0,4.9
L6FB6548EX 914913026,1351.0,FREE_STANDING,"[2016, 10, 10]",1351.0,8.0,B,43.0,27.0,60.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913026,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,AEG,73.0,38.0,4.0,4.9
L6FBG86W 914913009,1551.0,FREE_STANDING,"[2016, 10, 3]",1551.0,8.0,B,43.0,27.0,60.0,24.0,85.0,1551.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913009,160.0,160.0,0.725,75.0,47.0,D,210.0,60.0,AEG,73.0,38.0,4.0,4.9
L6FBE740G 914913003,1351.0,FREE_STANDING,"[2016, 10, 3]",1351.0,7.0,B,43.0,26.0,60.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913003,150.0,150.0,0.6880000000000001,74.0,45.0,D,200.0,60.0,AEG,69.0,37.0,4.0,4.9
L6FBN842G 914913020,1351.0,FREE_STANDING,"[2016, 10, 3]",1351.0,8.0,B,43.0,27.0,60.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913020,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,AEG,73.0,38.0,4.0,4.9
L6FBG84W 914913010,1151.0,FREE_STANDING,"[2016, 10, 3]",1351.0,8.0,B,43.0,27.0,60.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913010,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,AEG,73.0,38.0,4.0,4.9
L6FBG74W 914913011,1151.0,FREE_STANDING,"[2016, 10, 3]",1351.0,7.0,B,43.0,26.0,60.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913011,150.0,150.0,0.6880000000000001,74.0,45.0,D,200.0,60.0,AEG,69.0,37.0,4.0,4.9
L6FB84GW 914913013,1351.0,FREE_STANDING,"[2016, 9, 26]",1351.0,8.0,B,43.0,27.0,60.0,24.0,85.0,1351.0,79.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914913013,160.0,160.0,0.725,74.0,47.0,D,210.0,60.0,AEG,73.0,38.0,4.0,4.9
L9FE86495 914550915,1351.0,FREE_STANDING,"[2016, 9, 18]",1351.0,9.0,B,33.0,24.0,66.0,24.0,85.0,1351.0,51.8,A,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550915,165.0,165.0,0.493,72.0,49.0,A,220.0,60.0,AEG,49.0,31.0,4.0,4.9
L8FEN962C 914550639,1551.0,FREE_STANDING,"[2016, 9, 11]",1551.0,9.0,B,39.0,23.0,66.0,24.0,85.0,1551.0,59.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550639,165.0,165.0,0.5690000000000001,75.0,49.0,B,220.0,60.0,AEG,57.0,33.0,4.0,4.9
L7FBE68S 914550064,1551.0,FREE_STANDING,"[2016, 9, 11]",1551.0,8.0,B,44.0,26.0,60.0,12.0,85.0,1551.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550064,165.0,165.0,0.625,76.0,47.0,C,210.0,60.0,AEG,63.0,39.0,4.0,4.9
L7FBE941 914550421,1351.0,FREE_STANDING,"[2016, 9, 4]",1351.0,9.0,B,38.0,26.0,66.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550421,165.0,165.0,0.654,75.0,49.0,C,220.0,60.0,AEG,65.0,38.0,4.0,4.9
L7FEE942 914550422,1351.0,FREE_STANDING,"[2016, 9, 4]",1351.0,9.0,B,38.0,26.0,66.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550422,165.0,165.0,0.654,75.0,49.0,C,220.0,60.0,AEG,65.0,38.0,4.0,4.9
L7FBE841 914550039,1351.0,FREE_STANDING,"[2016, 9, 4]",1351.0,8.0,B,44.0,26.0,60.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550039,165.0,165.0,0.625,75.0,47.0,C,210.0,60.0,AEG,63.0,39.0,4.0,4.9
L7FEE842 914550040,1351.0,FREE_STANDING,"[2016, 9, 4]",1351.0,8.0,B,44.0,26.0,60.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550040,165.0,165.0,0.625,75.0,47.0,C,210.0,60.0,AEG,63.0,39.0,4.0,4.9
L8FEE845X 914550816,1351.0,FREE_STANDING,"[2016, 8, 21]",1351.0,8.0,B,38.0,23.0,60.0,24.0,85.0,1351.0,59.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550816,160.0,160.0,0.544,75.0,47.0,B,210.0,60.0,AEG,54.0,35.0,4.0,4.9
L8FBL842E 914550817,1351.0,FREE_STANDING,"[2016, 8, 21]",1351.0,8.0,B,38.0,23.0,60.0,24.0,85.0,1351.0,59.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550817,160.0,160.0,0.544,75.0,47.0,B,210.0,60.0,AEG,54.0,35.0,4.0,4.9
L8FBG864E 914550818,1551.0,FREE_STANDING,"[2016, 8, 21]",1551.0,8.0,B,38.0,23.0,60.0,24.0,85.0,1551.0,59.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550818,160.0,160.0,0.544,76.0,47.0,B,210.0,60.0,AEG,54.0,35.0,4.0,4.9
L7FE7649EX 914550438,1351.0,FREE_STANDING,"[2016, 8, 21]",1351.0,9.0,B,38.0,26.0,66.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550438,165.0,165.0,0.654,75.0,49.0,C,220.0,60.0,AEG,65.0,38.0,4.0,4.9
L8FBK966E 914550616,1551.0,FREE_STANDING,"[2016, 8, 14]",1551.0,9.0,B,39.0,23.0,66.0,24.0,85.0,1551.0,59.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550616,165.0,165.0,0.5690000000000001,76.0,49.0,B,220.0,60.0,AEG,57.0,33.0,4.0,4.9
L8FE86693 914550634,1551.0,FREE_STANDING,"[2016, 8, 14]",1551.0,9.0,B,39.0,23.0,66.0,24.0,85.0,1551.0,59.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550634,165.0,165.0,0.5690000000000001,75.0,49.0,B,220.0,60.0,AEG,57.0,33.0,4.0,4.9
L8FEE84S 914550810,1351.0,FREE_STANDING,"[2016, 8, 14]",1351.0,8.0,B,38.0,23.0,60.0,24.0,85.0,1351.0,59.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550810,160.0,160.0,0.544,75.0,47.0,B,210.0,60.0,AEG,54.0,35.0,4.0,4.9
L7FBM862E 914550046,1551.0,FREE_STANDING,"[2016, 8, 14]",1551.0,8.0,B,44.0,26.0,60.0,24.0,85.0,1551.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550046,165.0,165.0,0.625,76.0,47.0,C,210.0,60.0,AEG,63.0,39.0,4.0,4.9
L7FE74683 914550061,1551.0,FREE_STANDING,"[2016, 8, 14]",1551.0,8.0,B,44.0,26.0,60.0,24.0,85.0,1551.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550061,165.0,165.0,0.625,76.0,47.0,C,210.0,60.0,AEG,63.0,39.0,4.0,4.9
L7FBK842E 914550041,1351.0,FREE_STANDING,"[2016, 8, 14]",1351.0,8.0,B,44.0,26.0,60.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550041,165.0,165.0,0.625,75.0,47.0,C,210.0,60.0,AEG,63.0,39.0,4.0,4.9
L8FS86499 914550623,1351.0,FREE_STANDING,"[2016, 8, 7]",1351.0,9.0,B,39.0,23.0,66.0,24.0,85.0,1351.0,59.8,A,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550623,165.0,165.0,0.5690000000000001,72.0,49.0,B,220.0,60.0,AEG,57.0,33.0,4.0,4.9
L8FSC949X 914550632,1351.0,FREE_STANDING,"[2016, 8, 7]",1351.0,9.0,B,39.0,23.0,66.0,24.0,85.0,1351.0,59.8,A,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550632,165.0,165.0,0.5690000000000001,72.0,49.0,B,220.0,60.0,AEG,57.0,33.0,4.0,4.9
L8FS86699 914550624,1551.0,FREE_STANDING,"[2016, 8, 7]",1551.0,9.0,B,39.0,23.0,66.0,24.0,85.0,1551.0,59.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550624,165.0,165.0,0.5690000000000001,75.0,49.0,B,220.0,60.0,AEG,57.0,33.0,4.0,4.9
L7FE74483 914550062,1351.0,FREE_STANDING,"[2016, 8, 7]",1351.0,8.0,B,44.0,26.0,60.0,24.0,85.0,1351.0,68.8,B,0.3,https://support.electroluxgroup.eu/external/PISlink/Products/914550062,165.0,165.0,0.625,75.0,47.0,C,210.0,60.0,AEG,63.0,39.0,4.0,4.9
